residual	ratio	ratio_se	lwr	upr
1e-04	1.59055900184156	0.0402637931835306	0.5	3.20111072918278
2e-04	1.59066849658886	0.04025228251308	0.5	3.20075979711206
3e-04	1.59077799133617	0.0402407725553508	0.5	3.2004088935502
4e-04	1.59088748608347	0.0402292633109549	0.5	3.20005801852167
5e-04	1.59099698083078	0.0402177547805046	0.5	3.19970717205096
6e-04	1.59110647557808	0.0402062469646129	0.5	3.1993563541626
7e-04	1.59121597032539	0.0401947398638936	0.5	3.19900556488113
8e-04	1.59132546507269	0.0401832334789611	0.5	3.19865480423114
9e-04	1.59143495982	0.0401717278104306	0.5	3.19830407223722
0.001	1.5915444545673	0.0401602228589176	0.5	3.19795336892401
0.0011	1.59165394931461	0.0401487186250386	0.5	3.19760269431615
0.0012	1.59176344406191	0.0401372151094108	0.5	3.19725204843834
0.0013	1.59187293880922	0.0401257123126517	0.5	3.19690143131529
0.0014	1.59198243355652	0.0401142102353799	0.5	3.19655084297172
0.0015	1.59209192830383	0.0401027088782144	0.5	3.19620028343241
0.0016	1.59220142305113	0.040091208241775	0.5	3.19584975272213
0.0017	1.59231091779844	0.0400797083266821	0.5	3.19549925086572
0.0018	1.59242041254575	0.0400682091335567	0.5	3.19514877788801
0.0019	1.59252990729305	0.0400567106630207	0.5	3.19479833381388
0.002	1.59263940204036	0.0400452129156966	0.5	3.19444791866822
0.0021	1.59274889678766	0.0400337158922073	0.5	3.19409753247595
0.0022	1.59285839153497	0.0400222195931768	0.5	3.19374717526204
0.0023	1.59296788628227	0.0400107240192295	0.5	3.19339684705145
0.0024	1.59307738102958	0.0399992291709905	0.5	3.1930465478692
0.0025	1.59318687577688	0.0399877350490858	0.5	3.19269627774031
0.0026	1.59329637052419	0.0399762416541418	0.5	3.19234603668986
0.0027	1.59340586527149	0.0399647489867856	0.5	3.19199582474292
0.0028	1.5935153600188	0.0399532570476453	0.5	3.19164564192461
0.0029	1.5936248547661	0.0399417658373493	0.5	3.19129548826008
0.003	1.59373434951341	0.0399302753565269	0.5	3.19094536377448
0.0031	1.59384384426071	0.039918785605808	0.5	3.19059526849303
0.0032	1.59395333900802	0.0399072965858233	0.5	3.19024520244095
0.0033	1.59406283375532	0.039895808297204	0.5	3.18989516564348
0.0034	1.59417232850263	0.0398843207405821	0.5	3.18954515812591
0.0035	1.59428182324993	0.0398728339165903	0.5	3.18919517991355
0.0036	1.59439131799724	0.039861347825862	0.5	3.18884523103172
0.0037	1.59450081274455	0.0398498624690313	0.5	3.1884953115058
0.0038	1.59461030749185	0.0398383778467327	0.5	3.18814542136116
0.0039	1.59471980223916	0.0398268939596019	0.5	3.18779556062323
0.004	1.59482929698646	0.0398154108082749	0.5	3.18744572931746
0.0041	1.59493879173377	0.0398039283933886	0.5	3.18709592746931
0.0042	1.59504828648107	0.0397924467155805	0.5	3.18674615510429
0.0043	1.59515778122838	0.0397809657754887	0.5	3.18639641224792
0.0044	1.59526727597568	0.0397694855737522	0.5	3.18604669892577
0.0045	1.59537677072299	0.0397580061110106	0.5	3.18569701516341
0.0046	1.59548626547029	0.0397465273879042	0.5	3.18534736098646
0.0047	1.5955957602176	0.039735049405074	0.5	3.18499773642056
0.0048	1.5957052549649	0.0397235721631617	0.5	3.18464814149137
0.0049	1.59581474971221	0.0397120956628098	0.5	3.1842985762246
0.005	1.59592424445951	0.0397006199046612	0.5	3.18394904064596
0.0051	1.59603373920682	0.0396891448893598	0.5	3.18359953478121
0.0052	1.59614323395412	0.0396776706175501	0.5	3.18325005865613
0.0053	1.59625272870143	0.0396661970898774	0.5	3.18290061229652
0.0054	1.59636222344873	0.0396547243069875	0.5	3.18255119572823
0.0055	1.59647171819604	0.0396432522695271	0.5	3.18220180897712
0.0056	1.59658121294334	0.0396317809781434	0.5	3.18185245206908
0.0057	1.59669070769065	0.0396203104334846	0.5	3.18150312503003
0.0058	1.59680020243796	0.0396088406361994	0.5	3.18115382788593
0.0059	1.59690969718526	0.0395973715869372	0.5	3.18080456066275
0.006	1.59701919193257	0.0395859032863481	0.5	3.18045532338649
0.0061	1.59712868667987	0.0395744357350832	0.5	3.1801061160832
0.0062	1.59723818142718	0.0395629689337939	0.5	3.17975693877893
0.0063	1.59734767617448	0.0395515028831325	0.5	3.17940779149978
0.0064	1.59745717092179	0.0395400375837522	0.5	3.17905867427187
0.0065	1.59756666566909	0.0395285730363065	0.5	3.17870958712135
0.0066	1.5976761604164	0.0395171092414499	0.5	3.17836053007439
0.0067	1.5977856551637	0.0395056461998377	0.5	3.17801150315721
0.0068	1.59789514991101	0.0394941839121257	0.5	3.17766250639603
0.0069	1.59800464465831	0.0394827223789704	0.5	3.17731353981713
0.007	1.59811413940562	0.0394712616010292	0.5	3.17696460344679
0.0071	1.59822363415292	0.0394598015789602	0.5	3.17661569731133
0.0072	1.59833312890023	0.039448342313422	0.5	3.17626682143711
0.0073	1.59844262364753	0.0394368838050743	0.5	3.17591797585051
0.0074	1.59855211839484	0.0394254260545771	0.5	3.17556916057792
0.0075	1.59866161314214	0.0394139690625914	0.5	3.1752203756458
0.0076	1.59877110788945	0.0394025128297789	0.5	3.17487162108061
0.0077	1.59888060263676	0.0393910573568019	0.5	3.17452289690883
0.0078	1.59899009738406	0.0393796026443236	0.5	3.174174203157
0.0079	1.59909959213137	0.0393681486930077	0.5	3.17382553985167
0.008	1.59920908687867	0.0393566955035189	0.5	3.17347690701943
0.0081	1.59931858162598	0.0393452430765224	0.5	3.17312830468687
0.0082	1.59942807637328	0.0393337914126843	0.5	3.17277973288065
0.0083	1.59953757112059	0.0393223405126712	0.5	3.17243119162744
0.0084	1.59964706586789	0.0393108903771508	0.5	3.17208268095392
0.0085	1.5997565606152	0.0392994410067912	0.5	3.17173420088684
0.0086	1.5998660553625	0.0392879924022613	0.5	3.17138575145295
0.0087	1.59997555010981	0.0392765445642309	0.5	3.17103733267904
0.0088	1.60008504485711	0.0392650974933703	0.5	3.17068894459193
0.0089	1.60019453960442	0.0392536511903508	0.5	3.17034058721845
0.009	1.60030403435172	0.0392422056558442	0.5	3.16999226058549
0.0091	1.60041352909903	0.0392307608905232	0.5	3.16964396471996
0.0092	1.60052302384633	0.0392193168950612	0.5	3.16929569964878
0.0093	1.60063251859364	0.0392078736701322	0.5	3.16894746539893
0.0094	1.60074201334094	0.0391964312164112	0.5	3.16859926199739
0.0095	1.60085150808825	0.0391849895345737	0.5	3.1682510894712
0.0096	1.60096100283555	0.0391735486252961	0.5	3.1679029478474
0.0097	1.60107049758286	0.0391621084892555	0.5	3.16755483715308
0.0098	1.60117999233017	0.0391506691271296	0.5	3.16720675741535
0.0099	1.60128948707747	0.0391392305395972	0.5	3.16685870866136
0.01	1.60139898182478	0.0391277927273375	0.5	3.16651069091828
0.0101	1.60150847657208	0.0391163556910307	0.5	3.16616270421331
0.0102	1.60161797131939	0.0391049194313574	0.5	3.16581474857368
0.0103	1.60172746606669	0.0390934839489994	0.5	3.16546682402667
0.0104	1.601836960814	0.039082049244639	0.5	3.16511893059956
0.0105	1.6019464555613	0.0390706153189592	0.5	3.16477106831967
0.0106	1.60205595030861	0.0390591821726439	0.5	3.16442323721436
0.0107	1.60216544505591	0.0390477498063776	0.5	3.16407543731102
0.0108	1.60227493980322	0.0390363182208458	0.5	3.16372766863705
0.0109	1.60238443455052	0.0390248874167344	0.5	3.1633799312199
0.011	1.60249392929783	0.0390134573947305	0.5	3.16303222508705
0.0111	1.60260342404513	0.0390020281555215	0.5	3.16268455026599
0.0112	1.60271291879244	0.0389905996997959	0.5	3.16233690678428
0.0113	1.60282241353974	0.0389791720282429	0.5	3.16198929466946
0.0114	1.60293190828705	0.0389677451415522	0.5	3.16164171394914
0.0115	1.60304140303435	0.0389563190404146	0.5	3.16129416465094
0.0116	1.60315089778166	0.0389448937255216	0.5	3.16094664680252
0.0117	1.60326039252897	0.0389334691975652	0.5	3.16059916043157
0.0118	1.60336988727627	0.0389220454572384	0.5	3.16025170556581
0.0119	1.60347938202358	0.038910622505235	0.5	3.15990428223297
0.012	1.60358887677088	0.0388992003422494	0.5	3.15955689046086
