residual	ratio	ratio_se	lwr	upr
1e-04	1.51674939702863	0.0218329234301789	1	2.39006633423578
2e-04	1.51678364929103	0.0218257497281904	1	2.38981363841864
3e-04	1.51681790155343	0.0218185765502045	1	2.38956096356161
4e-04	1.51685215381583	0.0218114038967381	1	2.38930830968535
5e-04	1.51688640607822	0.021804231768309	1	2.38905567681058
6e-04	1.51692065834062	0.0217970601654353	1	2.38880306495803
7e-04	1.51695491060302	0.0217898890886361	1	2.38855047414846
8e-04	1.51698916286542	0.0217827185384308	1	2.38829790440265
9e-04	1.51702341512782	0.0217755485153396	1	2.3880453557414
0.001	1.51705766739021	0.0217683790198836	1	2.38779282818556
0.0011	1.51709191965261	0.021761210052584	1	2.38754032175597
0.0012	1.51712617191501	0.0217540416139632	1	2.38728783647354
0.0013	1.51716042417741	0.0217468737045438	1	2.38703537235916
0.0014	1.51719467643981	0.0217397063248495	1	2.38678292943379
0.0015	1.51722892870221	0.0217325394754041	1	2.38653050771837
0.0016	1.5172631809646	0.0217253731567327	1	2.38627810723391
0.0017	1.517297433227	0.0217182073693605	1	2.38602572800142
0.0018	1.5173316854894	0.0217110421138135	1	2.38577337004194
0.0019	1.5173659377518	0.0217038773906187	1	2.38552103337655
0.002	1.5174001900142	0.0216967132003033	1	2.38526871802633
0.0021	1.5174344422766	0.0216895495433953	1	2.38501642401241
0.0022	1.51746869453899	0.0216823864204235	1	2.38476415135593
0.0023	1.51750294680139	0.0216752238319172	1	2.38451190007808
0.0024	1.51753719906379	0.0216680617784065	1	2.38425967020005
0.0025	1.51757145132619	0.021660900260422	1	2.38400746174307
0.0026	1.51760570358859	0.021653739278495	1	2.38375527472839
0.0027	1.51763995585099	0.0216465788331576	1	2.38350310917729
0.0028	1.51767420811338	0.0216394189249425	1	2.38325096511108
0.0029	1.51770846037578	0.0216322595543829	1	2.3829988425511
0.003	1.51774271263818	0.0216251007220129	1	2.3827467415187
0.0031	1.51777696490058	0.0216179424283672	1	2.38249466203527
0.0032	1.51781121716298	0.021610784673981	1	2.38224260412222
0.0033	1.51784546942538	0.0216036274593904	1	2.38199056780099
0.0034	1.51787972168777	0.0215964707851321	1	2.38173855309306
0.0035	1.51791397395017	0.0215893146517433	1	2.38148656001991
0.0036	1.51794822621257	0.0215821590597622	1	2.38123458860306
0.0037	1.51798247847497	0.0215750040097275	1	2.38098263886407
0.0038	1.51801673073737	0.0215678495021784	1	2.3807307108245
0.0039	1.51805098299977	0.021560695537655	1	2.38047880450597
0.004	1.51808523526216	0.0215535421166981	1	2.38022691993009
0.0041	1.51811948752456	0.021546389239849	1	2.37997505711852
0.0042	1.51815373978696	0.0215392369076498	1	2.37972321609295
0.0043	1.51818799204936	0.0215320851206432	1	2.37947139687509
0.0044	1.51822224431176	0.0215249338793728	1	2.37921959948667
0.0045	1.51825649657416	0.0215177831843825	1	2.37896782394946
0.0046	1.51829074883655	0.0215106330362173	1	2.37871607028524
0.0047	1.51832500109895	0.0215034834354225	1	2.37846433851585
0.0048	1.51835925336135	0.0214963343825443	1	2.37821262866312
0.0049	1.51839350562375	0.0214891858781296	1	2.37796094074893
0.005	1.51842775788615	0.0214820379227259	1	2.37770927479518
0.0051	1.51846201014855	0.0214748905168814	1	2.3774576308238
0.0052	1.51849626241094	0.0214677436611451	1	2.37720600885675
0.0053	1.51853051467334	0.0214605973560665	1	2.376954408916
0.0054	1.51856476693574	0.0214534516021959	1	2.37670283102358
0.0055	1.51859901919814	0.0214463064000842	1	2.37645127520151
0.0056	1.51863327146054	0.0214391617502833	1	2.37619974147187
0.0057	1.51866752372294	0.0214320176533453	1	2.37594822985675
0.0058	1.51870177598533	0.0214248741098234	1	2.37569674037827
0.0059	1.51873602824773	0.0214177311202713	1	2.37544527305858
0.006	1.51877028051013	0.0214105886852435	1	2.37519382791987
